5.040173E+0	7.432246E+1	1.009514E+5	8.379900E+0
5.039676E+0	7.436640E+1	1.009514E+5	8.478800E+0
5.039676E+0	7.436640E+1	1.009514E+5	8.439600E+0
5.033775E+0	7.436339E+1	1.009514E+5	8.493600E+0
5.035077E+0	7.436665E+1	1.009514E+5	8.493600E+0
5.031758E+0	7.437274E+1	1.009514E+5	8.456500E+0
5.031758E+0	7.437274E+1	1.009514E+5	8.465900E+0
5.031061E+0	7.444791E+1	1.009514E+5	8.451100E+0
5.031061E+0	7.444791E+1	1.009514E+5	8.451100E+0
5.032135E+0	7.434229E+1	1.009514E+5	8.387500E+0
5.032992E+0	7.438398E+1	1.009514E+5	8.403400E+0
5.036254E+0	7.435470E+1	1.009514E+5	8.430200E+0
5.036254E+0	7.435470E+1	1.009514E+5	8.430200E+0
5.032158E+0	7.437401E+1	1.009514E+5	8.392700E+0
5.032792E+0	7.438435E+1	1.009514E+5	8.395700E+0
5.032792E+0	7.438435E+1	1.009514E+5	8.426100E+0
5.035666E+0	7.444086E+1	1.009514E+5	8.426100E+0
5.032678E+0	7.442647E+1	1.009514E+5	8.459200E+0
5.032678E+0	7.442647E+1	1.009514E+5	8.430200E+0
5.032232E+0	7.449247E+1	1.009514E+5	8.430200E+0
5.037528E+0	7.445252E+1	1.009514E+5	8.430200E+0
5.033061E+0	7.448050E+1	1.009514E+5	8.415000E+0
5.033061E+0	7.448050E+1	1.009514E+5	8.412600E+0
5.033238E+0	7.446241E+1	1.009514E+5	8.416000E+0
5.033238E+0	7.446241E+1	1.009514E+5	8.416000E+0
5.033838E+0	7.447458E+1	1.009514E+5	8.404100E+0
5.037391E+0	7.446504E+1	1.009514E+5	8.421900E+0
5.031924E+0	7.447165E+1	1.009514E+5	8.395500E+0
5.031924E+0	7.447165E+1	1.009514E+5	8.395500E+0
