9.498421E+0	8.176948E+1	1.009514E+5	8.945000E+0
9.496952E+0	8.177406E+1	1.009514E+5	9.000100E+0
9.496952E+0	8.177406E+1	1.009514E+5	9.000100E+0
9.491702E+0	8.177008E+1	1.009514E+5	9.068200E+0
9.486115E+0	8.177369E+1	1.009514E+5	9.200500E+0
9.486115E+0	8.177369E+1	1.009514E+5	8.979700E+0
9.491594E+0	8.179075E+1	1.009514E+5	8.979700E+0
9.489537E+0	8.189037E+1	1.009514E+5	9.047300E+0
9.489537E+0	8.189037E+1	1.009514E+5	9.229300E+0
9.495221E+0	8.185872E+1	1.009514E+5	8.892900E+0
9.494096E+0	8.188316E+1	1.009514E+5	8.892900E+0
9.494096E+0	8.188316E+1	1.009514E+5	9.223600E+0
9.491560E+0	8.186796E+1	1.009514E+5	8.963300E+0
9.487144E+0	8.187796E+1	1.009514E+5	9.281700E+0
9.487144E+0	8.187796E+1	1.009514E+5	9.281700E+0
9.489823E+0	8.187143E+1	1.009514E+5	9.159900E+0
9.491794E+0	8.187639E+1	1.009514E+5	9.104000E+0
9.491794E+0	8.187639E+1	1.009514E+5	9.104000E+0
9.489509E+0	8.187375E+1	1.009514E+5	9.096900E+0
9.492011E+0	8.187428E+1	1.009514E+5	9.305900E+0
9.492011E+0	8.187428E+1	1.009514E+5	9.419000E+0
9.489606E+0	8.187410E+1	1.009514E+5	9.419000E+0
9.485430E+0	8.187429E+1	1.009514E+5	9.077900E+0
9.485430E+0	8.187429E+1	1.009514E+5	9.005500E+0
9.489423E+0	8.187413E+1	1.009514E+5	9.073600E+0
9.491977E+0	8.190453E+1	1.009514E+5	9.073600E+0
9.489514E+0	8.193700E+1	1.009514E+5	9.186400E+0
9.489514E+0	8.193700E+1	1.009514E+5	9.303800E+0
9.486395E+0	8.194208E+1	1.009514E+5	9.048700E+0
9.490109E+0	8.199029E+1	1.009514E+5	9.048700E+0
