2.565069E+0	7.297429E+1	1.009514E+5	6.293400E+0
2.568742E+0	7.296218E+1	1.009514E+5	6.314200E+0
2.568742E+0	7.296218E+1	1.009514E+5	6.277300E+0
2.562349E+0	7.297002E+1	1.009514E+5	6.307200E+0
2.567297E+0	7.296512E+1	1.009514E+5	6.307200E+0
2.566331E+0	7.296840E+1	1.009514E+5	6.329200E+0
2.566331E+0	7.296840E+1	1.009514E+5	6.328600E+0
2.565349E+0	7.299816E+1	1.009514E+5	6.304400E+0
2.568616E+0	7.303140E+1	1.009514E+5	6.304400E+0
2.568616E+0	7.303140E+1	1.009514E+5	6.294600E+0
2.567171E+0	7.301951E+1	1.009514E+5	6.328000E+0
2.566965E+0	7.301187E+1	1.009514E+5	6.293100E+0
2.566965E+0	7.301187E+1	1.009514E+5	6.293100E+0
2.567188E+0	7.300512E+1	1.009514E+5	6.371700E+0
2.563812E+0	7.294849E+1	1.009514E+5	6.308600E+0
2.563812E+0	7.294849E+1	1.009514E+5	6.308600E+0
2.563583E+0	7.298021E+1	1.009514E+5	6.339000E+0
2.568908E+0	7.298079E+1	1.009514E+5	6.330700E+0
2.568908E+0	7.298079E+1	1.009514E+5	6.360300E+0
2.566845E+0	7.304583E+1	1.009514E+5	6.360300E+0
2.566000E+0	7.293229E+1	1.009514E+5	6.339000E+0
2.566000E+0	7.293229E+1	1.009514E+5	6.328700E+0
2.564520E+0	7.299210E+1	1.009514E+5	6.320800E+0
2.564920E+0	7.295520E+1	1.009514E+5	6.320800E+0
2.564417E+0	7.305631E+1	1.009514E+5	6.336600E+0
2.564417E+0	7.305631E+1	1.009514E+5	6.329400E+0
2.563623E+0	7.293938E+1	1.009514E+5	6.302700E+0
2.563623E+0	7.293938E+1	1.009514E+5	6.302700E+0
2.566548E+0	7.300160E+1	1.009514E+5	6.349100E+0
2.562178E+0	7.306307E+1	1.009514E+5	6.312700E+0
